question,answer
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 insects, 13 grasshoppers, 12 snakes, 12 sheeps?
",162
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 fireflys, 1 grasshopper, 15 horses, 9 lobsters, 6 wasps, 4 flatworms, 4 lions, 8 elephants, 11 crickets?
",354
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 jellyfishs, 10 spiders, 14 lions, 5 sea slugs?
",136
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 chickens, 6 lions, 7 ducks, 2 grasshoppers, 8 fireflys, 2 ants, 8 flatworms, 11 butterflys, 15 sheeps?
",242
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 fireflys, 4 birds, 12 lobsters, 14 spiders, 4 praying mantiss, 3 elephants, 11 bees, 11 tigers, 4 chickens?
",406
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 chickens, 3 starfishs, 15 elephants?
",103
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 cat, 6 sea slugs, 6 butterflys, 3 dogs, 3 spiders, 2 chickens?
",80
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 crabs, 12 horses, 11 flatworms, 8 tigers, 6 praying mantiss, 7 woodlouses, 3 grasshoppers?
",342
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 cats, 11 woodlouses, 11 sheeps?
",206
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 snakes, 9 wasps, 11 cats, 8 sea slugs, 12 sheeps, 14 elephants, 14 crabs, 2 insects, 9 leechs?
",354
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 giraffes, 15 sea slugs, 14 insects, 14 ants, 14 ducks, 11 grasshoppers, 15 butterflys, 10 lions?
",432
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 jellyfishs, 9 flatworms, 6 starfishs, 11 ducks, 15 dogs, 3 woodlouses, 13 scorpions, 2 grasshoppers, 7 chickens?
",284
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 grasshoppers, 9 elephants, 9 sheeps, 15 sea slugs, 5 horses?
",134
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 grasshoppers, 13 starfishs, 15 lobsters, 4 cockroachs, 15 elephants, 2 woodlouses, 11 sea slugs, 3 ducks?
",357
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 ants, 2 birds, 11 sheeps?
",72
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 cows, 1 firefly, 5 shrimps, 6 sea slugs, 15 bees, 12 birds?
",210
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 giraffes, 12 cows, 6 tigers, 11 woodlouses, 13 humans, 15 ants, 7 leechs?
",362
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 cows, 14 birds, 6 butterflys, 8 ants, 4 lions, 6 flatworms, 6 tigers?
",200
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 crabs, 1 jellyfish, 3 ants, 1 bird, 11 sheeps, 13 crickets, 8 cats, 6 dogs?
",278
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 giraffes, 12 praying mantiss, 6 deers, 4 wasps, 8 grasshoppers, 15 spiders?
",304
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 crickets, 8 chickens, 11 spiders, 12 deers, 10 elephants, 2 butterflys?
",258
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 giraffe, 8 sheeps, 4 starfishs, 8 jellyfishs?
",56
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 butterflys, 14 cockroachs, 11 horses, 1 wasp, 13 scorpions, 10 humans, 10 bees, 6 crabs?
",432
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 horses, 2 praying mantiss, 7 leechs, 15 lobsters?
",178
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 cows, 3 ducks, 13 horses, 1 beetle, 9 dogs, 12 snakes?
",140
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 jellyfishs, 14 shrimps, 12 flatworms, 9 cows, 12 beetles, 6 ants, 12 fireflys, 2 horses, 10 deers, 6 elephants?
",428
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 beetles, 3 chickens, 11 cockroachs, 4 giraffes, 2 grasshoppers, 14 scorpions, 4 sea slugs, 8 bees, 15 flatworms?
",290
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 woodlouses, 2 elephants, 14 shrimps, 10 praying mantiss, 15 crabs, 15 dogs?
",600
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 elephants, 3 lobsters, 15 crickets, 9 tigers, 8 lions?
",228
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 starfishs, 15 lobsters, 15 sea slugs, 14 crickets, 8 spiders?
",353
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 ducks, 13 bees, 15 insects?
",194
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 humans, 7 elephants, 3 chickens, 9 leechs, 2 deers, 6 scorpions, 5 fireflys?
",126
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 crabs, 14 elephants, 2 fireflys, 5 shrimps, 4 lions?
",154
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 tigers, 6 flatworms, 8 grasshoppers, 10 scorpions, 15 fireflys, 2 elephants, 5 crabs, 7 ducks?
",314
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 scorpions, 1 jellyfish, 2 giraffes, 1 leech, 14 chickens, 14 sea slugs, 8 ducks, 3 cockroachs?
",94
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 spiders, 12 butterflys, 5 chickens, 13 bees, 6 dogs, 12 starfishs, 15 sheeps, 12 lobsters?
",504
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 cats, 10 giraffes, 2 grasshoppers, 12 flatworms, 10 cows, 6 crickets, 6 cockroachs, 8 deers, 5 butterflys, 2 snakes?
",258
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 chickens, 10 crickets, 10 leechs, 1 woodlouse, 2 dogs, 3 cats, 5 flatworms, 5 deers?
",132
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 horses, 1 dog, 6 grasshoppers, 7 birds?
",82
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 jellyfishs, 13 insects, 9 dogs?
",114
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 butterflys, 3 leechs, 11 giraffes, 5 lobsters?
",178
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 sea slugs, 9 spiders, 4 crabs, 4 shrimps, 10 scorpions, 12 cats, 7 snakes, 13 birds?
",306
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 crickets, 6 flatworms, 13 cockroachs, 6 starfishs, 10 cats, 11 tigers, 14 shrimps, 4 snakes?
",344
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 bees, 14 praying mantiss, 5 leechs, 10 butterflys, 13 birds, 3 dogs, 4 grasshoppers, 4 cats, 7 ducks?
",326
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 sheeps, 12 fireflys, 10 leechs, 11 cockroachs, 8 ants?
",238
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 2 crabs, 12 bees, 8 butterflys?
",140
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 ants, 5 sea slugs, 15 butterflys, 11 fireflys, 4 flatworms, 10 lobsters, 13 leechs, 14 lions, 12 snakes, 7 chickens?
",350
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 fireflys, 8 horses, 6 praying mantiss, 2 birds, 7 insects, 10 tigers, 8 crickets, 2 sheeps, 5 butterflys?
",288
